title,abstract,year
Central norepinephrine transmission is required for stress-induced repetitive behavior in two rodent models of obsessive-compulsive disorder.,"Obsessive-compulsive disorder (OCD) is characterized by repetitive behaviors exacerbated by stress. Many OCD patients do not respond to available pharmacotherapies, but neurosurgical ablation of the anterior cingulate cortex (ACC) can provide symptomatic relief. Although the ACC receives noradrenergic innervation and expresses adrenergic receptors (ARs), the involvement of norepinephrine (NE) in OCD has not been investigated. To determine the effects of genetic or pharmacological disruption of NE neurotransmission on marble burying (MB) and nestlet shredding (NS), two animal models of OCD. We assessed NE-deficient (Dbh -/-) mice and NE-competent (Dbh +/-) controls in MB and NS tasks. We also measured the effects of anti-adrenergic drugs on NS and MB in control mice and the effects of pharmacological restoration of central NE in Dbh -/- mice. Finally, we compared c-fos induction in the locus coeruleus (LC) and ACC of Dbh -/- and control mice following both tasks. Dbh -/- mice virtually lacked MB and NS behaviors seen in control mice but did not differ in the elevated zero maze (EZM) model of general anxiety-like behavior. Pharmacological restoration of central NE synthesis in Dbh -/- mice completely rescued NS behavior, while NS and MB were suppressed in control mice by anti-adrenergic drugs. Expression of c-fos in the ACC was attenuated in Dbh -/- mice after MB and NS. These findings support a role for NE transmission to the ACC in the expression of stress-induced compulsive behaviors and suggest further evaluation of anti-adrenergic drugs for OCD is warranted.",2020
[Treatment-resistant anxiety disorders: A literature review of drug therapy strategies].,"Anxiety disorders are widespread psychiatric conditions with significant social and professional disability, poor quality of life, an increased risk of suicide, and frequent attendance of medical services. Serotonin reuptake inhibitors (SRI) and serotonin and norepinephrine reuptake inhibitors (SNRI) have demonstrated a rather robust efficacy for the treatment of most of anxiety disorders. Nevertheless a substantial number of patients are resistant or still suffer from residual symptoms despite this first line treatment. The objective of our paper is to review relevant studies for the pharmacologic management of anxiety disorders resistant to the first line treatment. For this purpose, we conducted a pubmed/medline search for double-blind placebo-controlled trials of treatment-resistant anxiety disorders. An adequate trial for a SRI in the treatment of obsessive-compulsive disorder (OCD) should continue for at least 12 weeks. Special considerations of the comorbidities and symptom profile could help in the choice of an appropriate pharmacotherapy. Several trials have highlighted the efficacy of antipsychotics as an add-on to SRI in treatment-resistant OCD such as haloperidol more so when comorbid with a tic disorder, or risperidone that can reduce OCD as well as depressive symptoms. Aripiprazole has been shown efficacious in two placebo-controlled double-blind trials, while the efficacy of quetiapine and olanzapine remains controversial. Other trials showed some efficacy of anticonvulsants (lamotrigine, topiramate), pindolol, memantin and N-acetylcystein as an adjunctive treatment to SRI for resistant OCD. Few trials have investigated selective serotonin reuptake inhibitors (SSRI) or SNRI resistant generalized anxiety disorder showing a failure of adjunctive therapy with olanzapine, quetiapine, ziprasidone and risperidone. These studies were underpowered and very limited in number. Adjunctive risperidone for resistant post-traumatic stress disorder (PTSD) showed benefit in some but not all trials. Olanzapine was beneficial for the reduction of the CAPS score in addition to the improvement of sleep disturbances. Furthermore, prazosin was efficacious by reducing PTSD symptoms, sleep disturbances, nightmares, and psychological distress. One double-blind placebo-controlled study was conducted to investigate treatment-resistant social phobia showing no benefit of pindolol add-on paroxetine. Our results demonstrate that the pharmacological management of treatment-resistant anxiety disorders is not sufficiently investigated in double-blind placebo-controlled trials, despite a growing evidence in favor of antipsychotics and some other pharmacological agents in resistant OCD and, to a lesser extent, PTSD. Hence, there is a crucial need for larger double-blind placebo-controlled trials for resistant anxiety disorders. Finally, being out of the scope of our review, we omitted studies of non-pharmacologic therapies.",2015
Deep brain stimulation for obsessive-compulsive disorder is associated with cortisol changes.,"Deep brain stimulation (DBS) is an effective treatment for obsessive-compulsive disorder (OCD), but its mechanism of action is largely unknown. Since DBS may induce rapid symptomatic changes and the pathophysiology of OCD has been linked to the hypothalamic-pituitary-adrenal (HPA) axis, we set out to study whether DBS affects the HPA axis in OCD patients. We compared a stimulation ON and OFF condition with a one-week interval in 16 therapy-refractory OCD patients, treated with DBS for at least one year, targeted at the nucleus accumbens (NAc). We measured changes in 24-h urinary excretion of free cortisol (UFC), adrenaline and noradrenaline and changes in obsessive-compulsive (Y-BOCS), depressive (HAM-D) and anxiety (HAM-A) symptom scores. Median UFC levels increased with 53% in the OFF condition (from 93 to 143nmol/24h, p=0.12). There were no changes in urinary adrenaline or noradrenaline excretion. The increase in Y-BOCS (39%), and HAM-D (78%) scores correlated strongly with increased UFC levels in the OFF condition. Our findings indicate that symptom changes following DBS for OCD patients are associated with changes in UFC levels.",2013
"Disgust affects TNF-alpha, IL-6 and noradrenalin levels in patients with obsessive-compulsive disorder.","Neurobiological research of obsessive-compulsive disorder (OCD) has rarely taken in account the context dependent evocation of obsessive-compulsive symptoms. To bypass this obstacle, this study investigated neurobiological parameters during a standardized disgust provocation paradigm in patients with OCD and healthy controls. Ten OCD patients and 10 healthy controls were exposed to 9 disgust related items using a standardized provocation paradigm. Catecholamines and cortisol in plasma and lipopolysaccharide (LPS) stimulated levels of TNF-alpha and IL-6 by peripheral leucocytes were assessed along with severity of obsessive-compulsive symptoms, disgust, and anxiety levels using Visual Analogue Scales prior, during and after a provocation paradigm. Noradrenalin levels increased, while LPS stimulated TNF-alpha and IL-6 by peripheral leucocytes decreased during exposure to disgust related objects in OCD patients but not in healthy controls. Cortisol levels were not affected by exposure neither in patients nor in controls, but overall cortisol levels of OCD patients were increased compared to controls. In conclusion, our data suggests that symptom provocation in OCD patients with contamination fear is accompanied by alterations in the immune and neuroendocrine systems but does not affect cortisol levels.",2010
CSF neurotransmitter metabolites and neuropsychiatric symptomatology in patients with normal pressure hydrocephalus.,"Patients with normal pressure hydrocephalus (NPH) may exhibit certain neuropsychiatric symptomatology, possibly related to alterations in central neurotransmitter activity. The aim of this study was to relate psychiatric distress, as expressed by the scores in the SCL-90 subscales, to CSF levels of the main metabolites of noradrenaline (MHPG), serotonin (5-HIAA), and dopamine (HVA) in NPH patients. The metabolite levels were estimated in CSF samples taken during the tap test in 19 patients with probable NPH, and compared to 19 sex- and age-matched controls. Cognitive impairment was evaluated by the MMSE. Compared to controls, NPH patients had similar MHPG and 5-HIAA levels, and significantly elevated HVA levels, a notable difference from patients with dementias. There were no significant correlations of metabolite levels to the scores in the nine SCL-90 subscales. MMSE score was not related either to metabolite levels, or to the SCL-90 subscale scores. Patients scored higher than controls in most SCL-90 subscales, more pronounced being the difference in obsessive-compulsive symptomatology. Serotonergic neurotransmitter activity seems not to be altered in NPH patients, and this may explain the reported lack of beneficial effect of serotonergic drugs for obsessive-compulsive symptoms in NPH patients.",2009
"[Tourette syndrome. Genetics, neuroanatomy and neurotransmitters].","The etiology and pathophysiology of Tourette syndrome (TS) have not yet been clarified. Despite inconsistencies in the literature, some conclusions can be drawn on genetics, neuroanatomy and neurotransmitters. The inheritance of TS is unknown; the etiology seems to be polygenic. The basal ganglia are probably smaller in patients with TS. A dysfunction in the dopaminergic pathway causes tics. ADHD results from a decreased concentration of dopamine and an increased concentration of noradrenaline. OCD is caused by a dysfunction in serotonin and probably dopamine.",2008
Norepinephrine in the treatment of olanzapine overdose.,,2002
SSRIs and SNRIs: broad spectrum of efficacy beyond major depression.,"Originally studied and introduced for the treatment of depression, the selective serotonin reuptake inhibitors (SSRIs) and serotonin/norepinephrine reuptake inhibitors (SNRIs) have proven effective for a broad range of psychiatric illnesses, including several anxiety disorders, bulimia, and dysthymia. These drugs have in common important effects on the serotonergic (5-HT) neurotransmission system, which is involved in mediating a substantial number of important functions, including mood, aggression, sexual behavior, and pain. In addition, some of the new antidepressants, like venlafaxine/venlafaxine XR, also have effects on the noradrenergic neurotransmission system, which also appears important in mood and anxiety disorders. These new drugs, because of their specificity for the serotonin and norepinephrine reuptake proteins, lack most of the adverse side effects of tricyclic antidepressants and monoamine oxidase inhibitors. Consequently, in addition to being the usual first-line treatments for major depression, they are also first-line for panic disorder, obsessive-compulsive disorder, social phobia, posttraumatic stress disorder, and bulimia. They may also be the best medication treatments for dysthymia and generalized anxiety disorder. Further advances in psychopharmacology will be driven by discoveries from brain imaging and molecular biological research.",1999
Cardiovascular and catecholamine response to orthostasis in panic and obsessive-compulsive disorder and normal controls: effects of anxiety and novelty.,"Studies of the cardiovascular and catecholamine response to orthostatic challenge in panic disorder patients have yielded conflicting results. Failure to control for the effects of both anxiety and novelty, which contribute to subjects' response to orthostatic challenge in control patients, could possibly account for this. The blood pressure, pulse, plasma norepinephrine and epinephrine responses to orthostasis were examined in patients with panic disorder, obsessive-compulsive disorder (to control for nonspecific anxiety effects), and controls, on two separate days a week apart (to control for novelty). All measures showed robust and significant increases with orthostatic challenge that were generally similar across groups. Pressure responses were greater on average on the first compared with the second day and panic disorder patients had higher plasma norepinephrine levels throughout the study and a diminished diastolic blood pressure response on the first day. These findings in general support the absence of consistent peripheral autonomic nervous system differences in response to orthostatic challenge in panic disorder patients.",1997
Elevated cerebrospinal fluid corticotropin-releasing factor in Tourette's syndrome: comparison to obsessive compulsive disorder and normal controls.,"Stress- and anxiety-related fluctuations in tic severity are cardinal features of Tourette's syndrome (TS), and there is evidence for involvement of noradrenergic mechanisms in the pathophysiology and treatment of the disorder. To examine further the pathobiology of this enhanced vulnerability to stress and anxiety, we measured central activity of corticotropin-releasing factor (CRF) in patients with TS and the related condition, obsessive compulsive disorder (OCD). Lumbar cerebrospinal fluid (CSF) was obtained in a standardized fashion for measurement of CRF from 21 medication-free outpatients with TS, 20 with OCD, and 29 healthy controls. The TS patients had significantly higher levels of CSF CRF than both the normal controls and the OCD patients. However, there was no difference in CSF CRF between the OCD patients and the normal controls. Group differences in CSF CRF were unrelated to current clinical ratings of depression, anxiety, tics, and obsessive compulsive behaviors. Although the functional significance of this finding remains to be elucidated, these results are consistent with the hypothesis that stress-related neurobiological mechanisms may play a role in the pathobiology of TS.",1996
Serotonin dysfunction disorders: a behavioral neurochemistry perspective.,"The spectrum of efficacy of the serotonin selective reuptake inhibitor (SSRI) antidepressant drugs continues to expand. In fact, no psychiatric syndrome seems to worsen with these agents, and few studies fail to demonstrate clinical improvement in some patients, regardless of any nosologic nicety, such as precise DSM diagnosis. This suggests that the biological rubric of psychopathology is dimensional rather than categorical. New research using in vivo microdialysis shows differences in neurochemistry among SSRIs, wherein fluoxetine blocks reuptake of dopamine and norepinephrine, as well as serotonin, in medial prefrontal cortex, and fluvoxamine has a relatively more selective neurochemical profile. In the animal model of learned helplessness, which is a biobehavioral model for stress-induced anxiety causing depression, the SSRIs including fluvoxamine prevent helplessness. From these and other data, a neurotransmitter balance theory of biopsychopathology is formulated. In this hypothetical construct, dopamine, norepinephrine, and GABA modulate thought, anxiety, and mood, respectively. Serotonin is a stabilizing agent, which assists in returning the mind to its homeostatic setpoint.",1996
[Selected issues of biological aspects of eating disorders].,"This paper reviews the recent progress in the understanding of the neurobiology of the eating disorders. The analysis of the biochemical abnormalities present in the patients with bulimia nervosa indicates the decrease of central serotonin and noradrenalin activity, elevation of the levels of cerebrospinal fluid peptide YY, alterations of the endogenous opioids and also reduction of peripheral cholecystokinin levels. As these studies were performed on patients who were actively binging and purging it is conceivable that the above abnormalities can results from a pathological feeding pattern. It is also suggested that the reduction of central serotoninergic activity is the stable, trait-related dysregulation of neurotransmitter system activity. In patients with anorexia nervosa the endocrine disturbances of the hypothalamic-pituitary-ovarian and hypothalamic-pituitary-adrenal axes were thoroughly studied. Underweight anorectic patients have been found to have elevations of cerebrospinal fluid level of neuropeptide Y, corticotropin releasing hormone and vasopressin as well as reductions of beta-endorphin and oxytocin level. However, most of the neuropeptide alterations normalize following weight recovery. The only exception is a persistent increase of central serotonin activity postulated to be responsible for the obsessive-compulsive personality traits and disturbed eating behaviors found in these patients.",1994
Antidepressant-induced mania in obsessive-compulsive disorder.,,1992
Plasma catecholamines and their metabolites in obsessive-compulsive disorder.,"Plasma catecholamines and their metabolites were sampled in 13 medication-free patients with obsessive-compulsive disorder (OCD) and 29 normal controls. In addition to severe OCD symptoms, the patients had significantly higher anxiety, tension, and resting pulse rates than the controls. Nonetheless, mean plasma concentrations of norepinephrine (NE) and epinephrine (E), the catecholamine metabolites 3-methoxy-4-hydroxyphenylglycol (MHPG) and homovanillic acid (HVA), and the stress-related hormone cortisol did not differ between OCD patients and normal controls. When the patients and control populations were combined and average plasma NE and E levels calculated over 35 min, subjects with a higher mean NE output (greater than 1.1 pm/ml) had higher Profile of Mood States depression scores than subjects with a low NE output (less than 1.1 pm/ml). Altogether, these results indicate that elevated plasma catecholamine measures are not likely to be associated with the pathophysiology of OCD.",1991
Noradrenergic function in obsessive-compulsive disorder: behavioral and neuroendocrine responses to clonidine and comparison to healthy controls.,"To evaluate noradrenergic (NE) function in obsessive-compulsive disorder (OCD), behavioral, physiological, and neuroendocrine responses to the alpha 2-adrenergic agonist clonidine were examined in 18 patients with OCD and 10 healthy subjects. Subjects received single i.v. doses of 2 micrograms/kg of clonidine administered under double-blind, placebo-controlled, random-assignment conditions. Following clonidine, but not following placebo, patients transiently experienced a significant reduction of obsessions and compulsions. Significant drowsiness and a reduction in anxiety were also noted, but the antiobsessional effect appeared independent of the soporific and antianxiety effects. Growth hormone (GH), cortisol, and 3-methoxy-4-hydroxyphenylglycol responses to clonidine did not differentiate patients from healthy controls. Blood pressure and pulse in response to clonidine did not differ between groups. Improvement in OCD symptoms after clonidine significantly correlated with GH response to clonidine, suggesting specific noradrenergic mediation. This finding lends only partial support for a primary defect of noradrenergic function in OCD.",1991
[The L-DOPA test in patients with obsessive fear neurosis].,"Three groups of patients with morbid fear neurosis, dissimilar in prevailing of either adrenaline or noradrenaline excretion, were identified using the complex method of sympathoadrenal system (SAS) examination. The test with 0.1 g L-DOPA loading demonstrated the high rate of synthesis and high reactivity of SAS in the first two groups with the adrenal type of SAS functioning as well as an increased hydroxylation in the course of synthesis of catecholamines. These anomalies were accompanied by impairments of adrenaline metabolism in the second group. A decreased reactivity of SAS in morning crises and elevated reactivity--during day and evening crises were observed in the third group of patients, characterized by the noradrenaline type of the system functioning as well as by presence of noradrenaline crises.",1988
Biochemical changes during clomipramine treatment of childhood obsessive-compulsive disorder.,"Peripheral measures of serotonergic and noradrenergic function were obtained in 29 obsessive-compulsive adolescents and 31 age- and sex-matched controls, as well as in a subsample of 22 patients after five weeks of treatment with clomipramine hydrochloride (134 +/- 33 mg/d) (mean +/- SD) given in a double-blind placebo-controlled trial. Drug-free obsessive-compulsive subjects did not differ from controls on measures of platelet serotonin and monoamine oxidase (MAO) activity, nor on plasma epinephrine or norepinephrine concentrations at rest and after a standard orthostatic challenge procedure. Compared with placebo, treatment with clomipramine was clinically effective and produced a marked decrease in platelet serotonin concentration, a trend toward a reduction in platelet MAO activity, and a rise in standing plasma norepinephrine. Clinical improvement during drug therapy was closely correlated with pretreatment platelet serotonin concentration and MAO activity, as well as with the decrease in both measures during clomipramine administration. This suggests that the effects of clomipramine on serotonin uptake may be essential to the antiobsessional action observed.",1987
Biological alterations in the primary affective disorders and other tricyclic-responsive disorders.,"Noradrenergic function was studied in patients with primary affective disorder and other tricyclic-responsive disorders including obsessive-compulsive disorder, anorexia nervosa and panic attack/agoraphobia in medication-free states. Pre-synaptic noradrenergic activity was assessed by assaying plasma concentrations of norepinephrine (NE) and its metabolite 3-methoxy,4-hydroxyphenylglycol (MHPG). Noradrenergic receptor responsiveness was evaluated by measuring plasma growth hormone (GH), MHPG, and NE responses to clonidine. Binding of tritiated dihydroergocriptine (3H-DHE) and biochemical responsiveness of alpha 2-adrenergic receptors were measured in platelet preparations. These studies suggest that noradrenergic activity may be altered in several tricyclic-responsive disorders and are consistent with the possibility that tricyclic antidepressants may serve to stabilize a dysregulated noradrenergic system in patients from several diagnostic categories.",1985
Growth hormone response to clonidine in obsessive-compulsive patients.,"We have observed a lesser growth hormone response to intravenous clonidine administration in nine obsessive-compulsive disorder patients meeting research diagnostic criteria than in nine matched controls. The obsessive-compulsive disorder patients had higher plasma free 3-methoxy-4-hydroxyphenylglycol and plasma norepinephrine levels before clonidine than the controls. As blunted growth hormone responses to clonidine are also characteristic of affective disorder patients, these results support other observations of a psychobiologic affinity between these two groups and are also compatible with an association between increased presynaptic noradrenergic activity and decreased post-synaptic receptor responsiveness.",1983
[Types of adrenograms in neuroses].,"A total of 714 adrenograms (graphic depiction of adrenalin and noradrenalin excretion in relation to the circadian rhythm) obtained from neurotic patients were analyzed. The authors succeeded in ascertaining the differences of their types in patients suffering from hysterical neurosis, neurasthenia and obsessive neurosis. The adrenographic method is believed to be capable of serving as an additional diagnostic criterion in the differential diagnosis of these pathological forms.",1983
Abnormalities in the primary affective disorders compared to other tricyclic-responsive disorders.,,1983
[A rapid polarographic microanalytic method for the determination of catecholamines and acetylcholine and their clinical use in borderline forms of neuropsychiatric disorders].,,1982
Serotonergic underpinnings of obsessive-compulsive disorder: A systematic review and meta-analysis of neuroimaging findings.,"Obsessive-compulsive disorder (OCD) is a frequent and disabling condition, with many patients being treatment-resistant. Improved understanding of its neurobiology is vital for better therapies. Evidence is still conflicting regarding specific serotonergic-related dysfunctions in OCD. We systematically reviewed the literature to provide a quantitative assessment of the role of serotonin (5-HT) in patients with untreated OCD through imaging. We searched for neuroimaging studies investigating central 5-HT tonus in unmedicated patients with OCD, excluding studies comprising treated patients to prevent bias from antidepressant-induced changes in serotonergic tonus. We also conducted a meta-analysis using a homogeneous group of positron emission tomography and single photon emission computed tomography articles that compared 5-HT transporter (SERT) and 5-HT2A receptor (HT2AR) binding potential in different brain regions of patients with untreated OCD and healthy controls. The systematic review encompassed 18 articles, with 13 included in the subsequent meta-analysis. Risk of bias was assessed by a revised form of the Newcastle-Ottawa Scale. We provided standardized mean difference (SMD) values for SERT and 5-HT2AR binding potential measures across 15 different brain regions. Patients with OCD showed lower SERT binding potential in the brainstem (SMD = -1.13, 95% CI [-1.81 to -0.46]), midbrain (SMD = -0.54, 95% CI [-0.92 to -0.16]), and thalamus/hypothalamus regions (SMD = -0.58, 95% CI [-0.99 to -0.18]) with neglectable to moderate heterogeneity. By combining results from 2 decades of molecular imaging studies, we show that individuals with OCD exhibit lower SERT binding potential in specific brain regions, providing compelling evidence of a 5-HT system dysfunction. However, the exact mechanisms underlying this phenotype remain elusive. The limitations include heterogeneity across studies in populations, imaging techniques, and radiotracer usage.",2025
Unveiling serotonergic dysfunction of obsessive-compulsive disorder on prefrontal network dynamics: a computational perspective.,"Serotonin (5-HT) regulates working memory within the prefrontal cortex network, which is crucial for understanding obsessive-compulsive disorder. However, the mechanisms how network dynamics and serotonin interact in obsessive-compulsive disorder remain elusive. Here, we incorporate 5-HT receptors (5-HT1A, 5-HT2A) and dopamine receptors into a multistable prefrontal cortex network model, replicating the experimentally observed inverted U-curve phenomenon. We show how the two 5-HT receptors antagonize neuronal activity and modulate network multistability. Reduced binding of 5-HT1A receptors increases global firing, while reduced binding of 5-HT2A receptors deepens attractors. The obtained results suggest reward-dependent synaptic plasticity mechanisms may attenuate 5-HT related network impairments. Integrating serotonin-mediated dopamine release into circuit, we observe that decreased serotonin concentration triggers the network into a deep attractor state, expanding the domain of attraction of stable nodes with high firing rate, potentially causing aberrant reverse learning. This suggests a hypothesis wherein elevated dopamine concentrations in obsessive-compulsive disorder might result from primary deficits in serotonin levels. Findings of this work underscore the pivotal role of serotonergic dysregulation in modulating synaptic plasticity through dopamine pathways, potentially contributing to learned obsessions. Interestingly, serotonin reuptake inhibitors and antidopaminergic potentiators can counteract the over-stable state of high-firing stable points, providing new insights into obsessive-compulsive disorder treatment.",2024
Obsessive-compulsive symptoms and brain lesions compatible with multiple sclerosis.,"Autoimmune-mediated obsessive-compulsive disorder (OCD) can occur in multiple sclerosis (MS). Here, a well-studied case study of a patient with OCD and MS-compatible diagnostic findings is presented. The 42-year-old female patient had displayed OCD symptoms for 6 years. Magnetic resonance imaging (MRI) identified several periventricular and one brainstem lesion suggestive of demyelination. Cerebrospinal fluid (CSF) analyses detected an increased white blood cell count, intrathecal immunoglobulin (Ig) G and IgM synthesis, CSF-specific oligoclonal bands, and a positive MRZ reaction. Neopterin was increased, but sarcoidosis was excluded. In the absence of neurological attacks and clues for MRI-based dissemination in time, a radiologically isolated syndrome, the pre-disease stage of MS, was diagnosed. Neurotransmitter measurements of CSF detected reduced serotonin levels. In the absence of visible strategic demyelinating lesions within the cortico-striato-thalamo-cortical circuits, OCD symptoms may relate to reduced intrathecal serotonin levels and mild neuroinflammatory processes. Serotonin abnormalities in MS should be studied further, as they could potentially explain the association between neuroinflammation and mental illnesses.",2024
Arbitration between model-free and model-based control is not affected by transient changes in tonic serotonin levels.,"Serotonin has been suggested to modulate decision-making by influencing the arbitration between model-based and model-free control. Disruptions in these control mechanisms are involved in mental disorders such as drug dependence or obsessive-compulsive disorder. While previous reports indicate that lower brain serotonin levels reduce model-based control, it remains unknown whether increases in serotonergic availability might thus increase model-based control. Moreover, the mediating neural mechanisms have not been studied yet. The first aim of this study was to investigate whether increased/decreased tonic serotonin levels affect the arbitration between model-free and model-based control. Second, we aimed to identify the underlying neural processes. We employed a sequential two-stage Markov decision-task and measured brain responses during functional magnetic resonance imaging in 98 participants in a randomized, double-blind cross-over within-subject design. To investigate the influence of serotonin on the balance between model-free and model-based control, we used a tryptophan intervention with three intervention levels (loading, balanced, depletion). We hypothesized that model-based behaviour would increase with higher serotonin levels. We found evidence that neither model-free nor model-based control were affected by changes in tonic serotonin levels. Furthermore, our tryptophan intervention did not elicit relevant changes in Blood-Oxygenation-Level Dependent activity.",2024
Serotonergic agonism and pharmacologically-induced adolescent stress cause operant-based learning deficits in mice.,"The interplay between environmental stress and genetic factors is thought to play an important role in the pathogenesis and maintenance of obsessive-compulsive disorder (OCD). However, the relative contribution of these causative antecedents in the manifestation of cognitive inflexibility-a phenotype often seen in obsessive-compulsive (OC)- spectrum disorders-is not fully understood. In this study, we treated mice with 50 mg/L corticosterone (CORT, a glucocorticoid stress hormone) in their drinking water during adolescence. In adulthood, we assessed anxiety-like behaviour and locomotor activity; along with operant-based discrimination and reversal learning. RU-24969, a selective serotonin receptor 5-HT<sub>1A/1B</sub> receptor agonist, was used as an acute pharmacological model of OC-like behaviour. RU-24969 (5 mg/kg) was administered prior to each reversal learning testing session. We found that acute treatment with 5 mg/kg RU-24969 induced stereotyped hyperlocomotion in vehicle- and CORT-treated mice. Furthermore, pre-treatment with CORT in adolescence produced subtle anxiety-like behaviour in adult mice, and also resulted in an impairment to late-stage discrimination learning and alterations to reversal learning. Finally, acute treatment with 5 mg/kg RU-24969 caused an impairment to early-stage reversal learning. Whilst we revealed dissociable detrimental effects of adolescent CORT treatment and acute 5-HT<sub>1A/1B</sub> receptor agonism on discrimination and reversal learning, respectively, we did not find evidence of additive deleterious effects of these two treatments. We therefore suggest that while disrupted serotonergic signalling is likely to be involved in the cognitive phenotype of OC-spectrum disorders, distinct neuropathological pathways may be at play in mediating the role of stress as an antecedent in OCD and related illnesses.",2024
Efficacy and safety of 5-hydroxytryptamine-3 (5-HT3) receptor antagonists in augmentation with selective serotonin reuptake inhibitors (SSRIs) in the treatment of moderate to severe obsessive-compulsive disorder: a systematic review and meta-analysis of randomized clinical trials.,"Obsessive-compulsive disorder (OCD) is the fourth most common mental disorder, and selective serotonin reuptake inhibitors (SSRIs) are the cornerstone of its pharmacological treatment. About 40-60% of the cases are treatment-refractory, and this makes searching for second-line treatment necessary. 5-Hydroxytryptamine-3 (5-HT3) antagonists are among the many medications that have been used in augmentation with SSRIs. In this systematic review and meta-analysis, we assessed the efficacy and safety of 5-HT3 receptor antagonists in augmentation with SSRIs in treating moderate to severe OCD. We searched PubMed, Web of Science, Scopus, Cochrane library, and Google Scholar for relevant trials published up to December 2022. The effect size was the mean difference in Yale-Brown obsessive compulsive scale (Y-BOCS) scores before and after receiving 5-HT3 receptor antagonist drugs in augmentation with SSRIs in moderate to severe OCD patients. We included 6 randomized-controlled trails (RCTs) with 334 patients assessing the effect of the augmentation of SSRIs with ondansetron, granisetron, and tropisetron on treating moderate to severe OCD. Our results were in favor of the experimental group in total (Z = 8.37, P < 0.00001), in the compulsion subgroup (Z = 5.22, P < 0.00001), and in the obsession subgroup (Z = 8.33, P < 0.00001). They are well-tolerated, and have mild side effects and do not result in withdrawal. Augmentation of 5-HT3 antagonists with SSRIs can be beneficial in treating moderate to severe OCD. Further multi-center trials under adequate conditions in longer periods are needed to help come up with a comprehensive action plan.",2023
Structural and functional brain imaging after treatment with selective-serotonin reuptake-inhibitors in obsessive-compulsive disorder: A mini review.,"Obsessive-compulsive disorder (OCD) is a psychiatric disorder whose etiopathogenesis, according to various neuroimaging studies, seems to be linked to selective dysfunctions in regions within the cortico-striatal-thalamo-cortical circuit. Selective Serotonin Reuptake Inhibitors (SSRIs) are the first-line therapy for OCD but their neurobiological effects on the brain is only partially understood. Therefore, the aim of this review is to highlight structural and functional brain imaging modifications induced by SSRIs treatment. A literature search on PubMed, Psych-Info and Embase database was performed. Studies including patients with OCD that analyzed the effect of SSRIs through structural and functional Magnetic Resonance Imaging were selected. Seven relevant studies were considered eligible for the present review. Overall, the results of the reviewed studies showed that SSRIs treatment seems to normalize structural, in terms of the white matter and gray matter volumes, and functional activity alterations observed in OCD patients, especially in regions within the prefrontal cortex and striatum. The poor design of the studies, the small and heterogeneous samples, differences in age, gender, illness course, comorbidities, treatment protocols and the different magnetic fields used make it difficult to generalize the results. From the available evidence it emerged that SSRIs treatment has proven to be effective in normalizing brain structural and functional alterations observed in OCD patients. However, future neuroimaging investigations should focus on long-term effects of drugs on brain structure and function in OCD patients through longitudinal approaches in order to identify more effective treatments for these patients.",2024
"Incidence of adverse events and comparative tolerability of selective serotonin reuptake inhibitors, and serotonin and norepinephrine reuptake inhibitors for the treatment of anxiety, obsessive-compulsive, and stress disorders: a systematic review and network meta-analysis.","Selective serotonin reuptake inhibitors (SSRIs) and serotonin and norepinephrine reuptake inhibitors (SNRIs) show similar efficacy as treatments for anxiety, obsessive-compulsive, and stress-related disorders. Hence, comparisons of adverse event rates across medications are an essential component of clinical decision-making. We aimed to compare patterns of adverse events associated with SSRIs and SNRIs in the treatment of children and adults diagnosed with these disorders through a network meta-analysis. We searched MEDLINE, PsycINFO, Embase, Cochrane, websites of regulatory agencies, and international registers from inception to 09 September 2022, for randomized controlled trials assessing the efficacy of SSRIs or SNRIs. We analyzed the proportion of participants experiencing at least one adverse event and incidence rates of 17 specific adverse events. We estimated incidence rates and odds ratios through network meta-analysis with random effects and three-level models. We analyzed 799 outcome measures from 80 studies (<i>n</i> = 21 338). Participants in medication groups presented higher rates of adverse events (80.22%, 95% CI 76.13-83.76) when compared to placebo groups (71.21%, 67.00-75.09). Nausea was the most common adverse event (25.71%, CI 23.96-27.54), while weight change was the least common (3.56%, 1.68-7.37). We found higher rates of adverse events of medications over placebo for most medications, except sertraline and fluoxetine. We found significant differences between medications for overall tolerability and for autonomic, gastrointestinal, and sleep-related symptoms. Adverse events are a common reason that patients discontinue SSRIs and SNRIs. Results presented here guide clinical decision-making when clinicians weigh one medication over another. This might improve treatment acceptability and compliance.",2023
