title,abstract,year
R-loops associated with triplet repeat expansions promote gene silencing in Friedreich ataxia and fragile X syndrome.,"Friedreich ataxia (FRDA) and Fragile X syndrome (FXS) are among 40 diseases associated with expansion of repeated sequences (TREDs). Although their molecular pathology is not well understood, formation of repressive chromatin and unusual DNA structures over repeat regions were proposed to play a role. Our study now shows that RNA/DNA hybrids (R-loops) form in patient cells on expanded repeats of endogenous FXN and FMR1 genes, associated with FRDA and FXS. These transcription-dependent R-loops are stable, co-localise with repressive H3K9me2 chromatin mark and impede RNA Polymerase II transcription in patient cells. We investigated the interplay between repressive chromatin marks and R-loops on the FXN gene. We show that decrease in repressive H3K9me2 chromatin mark has no effect on R-loop levels. Importantly, increasing R-loop levels by treatment with DNA topoisomerase inhibitor camptothecin leads to up-regulation of repressive chromatin marks, resulting in FXN transcriptional silencing. This provides a direct molecular link between R-loops and the pathology of TREDs, suggesting that R-loops act as an initial trigger to promote FXN and FMR1 silencing. Thus R-loops represent a common feature of nucleotide expansion disorders and provide a new target for therapeutic interventions.",2014
"A novel C-terminal nonsense mutation, Q315X, of the aryl hydrocarbon receptor-interacting protein gene in a Japanese familial isolated pituitary adenoma family.","Although the cause of familial isolated pituitary adenoma (FIPA) remains unknown in many cases, germline mutations in the aryl hydrocarbon receptor-interacting protein (AIP) gene were identified in approximately 20 % of families with FIPA. We investigated the AIP gene mutation by a standard sequencing method in 12 members of a Japanese two-generation FIPA family, which includes 3 patients with early-onset acromegaly. Multiplex ligation-dependent probe amplification analysis in a tumor sample was attempted to examine the loss of heterozygosity (LOH) in the locus. The effect of the detected mutation on cell proliferation was investigated. A germline mutation of c.943C > T (p.Q315X) generating an AIP protein with the C-terminal end deleted was found in the FIPA family. Biallelic inactivation of AIP by a combination of the germline mutation and LOH at 11q13 was confirmed in the tumor. The nonsense mutation disrupted the ability to inhibit cell proliferation. We conclude that p.Q315X mutation in the AIP gene is a pathogenic variant and the C-terminal region of AIP plays an important role in the predisposition to pituitary adenomas.",2014
Orteronel for the treatment of prostate cancer.,"Orteronel (also known as TAK-700) is a novel hormonal therapy that is currently in testing for the treatment of prostate cancer. Orteronel inhibits the 17,20 lyase activity of the enzyme CYP17A1, which is important for androgen synthesis in the testes, adrenal glands and prostate cancer cells. Preclinical studies demonstrate that orteronel treatment suppresses androgen levels and causes shrinkage of androgen-dependent organs, such as the prostate gland. Early reports of clinical studies demonstrate that orteronel treatment leads to reduced prostate-specific antigen levels, a marker of prostate cancer tumor burden, and more complete suppression of androgen synthesis than conventional androgen deprivation therapies that act in the testes alone. Treatment with single-agent orteronel has been well tolerated with fatigue as the most common adverse event, while febrile neutropenia was the dose-limiting toxicity in a combination study of orteronel with docetaxel. Recently, the ELM-PC5 Phase III clinical trial in patients with advanced-stage prostate cancer who had received prior docetaxel was unblinded as the overall survival primary end point was not achieved. However, additional Phase III orteronel trials are ongoing in men with earlier stages of prostate cancer.",2014
Protective effect of peptide GV1001 against renal ischemia-reperfusion injury in mice.,"Ischemia reperfusion injury (IRI) is a common complication after kidney transplantation. Peptide GV1001 is a peptide vaccine representing a 16-amino acid human telomerase reverse transcriptase sequence, which has been reported to possess potential antineoplastic and anti-inflammatory activity. This study aimed to investigate the potential effects of peptide GV1001 on renal IRI. Peptide GV1001 was subcutaneously administered to C57BL6/J mice 30 minutes before and 12 hours after bilateral IRI. Sham operation and phosphate-buffered saline (PBS) injection were used as controls. Blood and renal tissues were harvested at 1 day after IRI. Peptide GV1001 treatment significantly attenuated renal functional deterioration after IRI (peptide GV1001 group vs PBS group; blood urea nitrogen, P < .05; creatinine, P < .05). Peptide GV1001 treatment also attenuated renal tissue injury (tubular injury score; the peptide GV1001 group vs PBS group; P < .001). Renal apoptosis was also lower in the peptide GV1001 group. Immunohistochemical studies showed that IRI increased perirenal infiltration of both neutrophils and macrophages, and that peptide GV1001 significantly attenuated this process. Expression of interleukin-6 and monocyte chemotactic protein-1 was significantly reduced by peptide GV1001 treatment. Peptide GV1001 ameliorates acute renal IRI by reducing inflammation and apoptosis; therefore, it is promising as a potential therapeutic agent for renal IRI. The mechanisms of protection should be explored in further studies.",2014
"Absorption, distribution, metabolism, and excretion (ADME) of ¹⁴C-sonidegib (LDE225) in healthy volunteers.","The absorption, distribution, metabolism, and excretion of the hedgehog pathway inhibitor sonidegib (LDE225) were determined in healthy male subjects. Six subjects received a single oral dose of 800 mg ¹⁴C-sonidegib (74 kBq, 2.0 µCi) under fasting conditions. Blood, plasma, urine, and fecal samples were collected predose, postdose in-house (days 1-22), and during 24-h visits (weekly, days 29-43; biweekly, days 57-99). Radioactivity was determined in all samples using accelerator mass spectrometry (AMS). Liquid chromatography-tandem mass spectrometry (LC-MS/MS) was used to determine concentrations of sonidegib and its main circulating metabolite in plasma. Metabolite profiles and structures were determined in pooled plasma, urine, and fecal samples using high-performance LC-AMS and LC-MS/MS, respectively. A single dose of ¹⁴C-sonidegib was well tolerated in healthy subjects. Unchanged sonidegib and total radioactivity reached peak concentration in plasma by 2 and 3 h, respectively, and demonstrated similarly long half-lives of 319 and 331 h, respectively. Absorbed sonidegib (estimated 6-7 %) was extensively distributed, and the approximate terminal volume of distribution was 2,500 L. Unchanged sonidegib and a metabolite resulting from amide hydrolysis were the major circulating components (36.4 and 15.4 % of radioactivity area under the curve, respectively). Absorbed sonidegib was eliminated predominantly through oxidative metabolism of the morpholine part and amide hydrolysis. Unabsorbed sonidegib was excreted through the feces. Metabolites in excreta accounted for 4.49 % of the dose (1.20 % in urine, 3.29 % in feces). The recovery of radioactivity in urine and feces was essentially complete (95.3 ± 1.93 % of the dose in five subjects; 56.9 % of the dose in one subject with incomplete feces collection suspected). Sonidegib exhibited low absorption, was extensively distributed, and was slowly metabolized. Elimination of absorbed sonidegib occurred largely by oxidative and hydrolytic metabolism.",2014
Sodium glucose co-transporter 2 (SGLT2) inhibitors: new among antidiabetic drugs.,"Type 2 diabetes is characterized by decreased insulin secretion and sensitivity. The available oral anti-diabetic drugs act on many different molecular sites. The most used of oral anti-diabetic agents is metformin that activates glucose transport vesicles to the cell surface. Others are: the sulphonylureas; agents acting on the incretin system; GLP-1 agonists; dipetidylpeptidase-4 inhibitors; meglinitide analogues; and the thiazolidinediones. Despite these many drugs acting by different mechanisms, glycaemic control often remains elusive. None of these drugs have a primary renal mechanism of action on the kidneys, where almost all glucose excreted is normally reabsorbed. That is where the inhibitors of glucose reuptake (sodium-glucose cotransporter 2, SGLT2) have a unique site of action. Promotion of urinary loss of glucose by SGLT2 inhibitors embodies a new principle of control in type 2 diabetes that has several advantages with some urogenital side-effects, both of which are evaluated in this review. Specific approvals include use as monotherapy, when diet and exercise alone do not provide adequate glycaemic control in patients for whom the use of metformin is considered inappropriate due to intolerance or contraindications, or as add-on therapy with other anti-hyperglycaemic medicinal products including insulin, when these together with diet and exercise, do not provide adequate glycemic control. The basic mechanisms are improved β-cell function and insulin sensitivity. When compared with sulphonylureas or other oral antidiabetic agents, SGLT2 inhibitors provide greater HbA1c reduction. Urogenital side-effects related to the enhanced glycosuria can be troublesome, yet seldom lead to discontinuation. On this background, studies are analysed that compare SGLT2 inhibitors with other oral antidiabetic agents. Their unique mode of action, unloading the excess glycaemic load, contrasts with other oral agents that all act to counter the effects of diabetic hyperglycaemia.",2014
Effect of evolocumab or ezetimibe added to moderate- or high-intensity statin therapy on LDL-C lowering in patients with hypercholesterolemia: the LAPLACE-2 randomized clinical trial.,"In phase 2 studies, evolocumab, a fully human monoclonal antibody to PCSK9, reduced LDL-C levels in patients receiving statin therapy. To evaluate the efficacy and tolerability of evolocumab when used in combination with a moderate- vs high-intensity statin. Phase 3, 12-week, randomized, double-blind, placebo- and ezetimibe-controlled study conducted between January and December of 2013 in patients with primary hypercholesterolemia and mixed dyslipidemia at 198 sites in 17 countries. Patients (n = 2067) were randomized to 1 of 24 treatment groups in 2 steps. Patients were initially randomized to a daily, moderate-intensity (atorvastatin [10 mg], simvastatin [40 mg], or rosuvastatin [5 mg]) or high-intensity (atorvastatin [80 mg], rosuvastatin [40 mg]) statin. After a 4-week lipid-stabilization period, patients (n = 1899) were randomized to compare evolocumab (140 mg every 2 weeks or 420 mg monthly) with placebo (every 2 weeks or monthly) or ezetimibe (10 mg or placebo daily; atorvastatin patients only) when added to statin therapies. Percent change from baseline in low-density lipoprotein cholesterol (LDL-C) level at the mean of weeks 10 and 12 and at week 12. Evolocumab reduced LDL-C levels by 66% (95% CI, 58% to 73%) to 75% (95% CI, 65% to 84%) (every 2 weeks) and by 63% (95% CI, 54% to 71%) to 75% (95% CI, 67% to 83%) (monthly) vs placebo at the mean of weeks 10 and 12 in the moderate- and high-intensity statin-treated groups; the LDL-C reductions at week 12 were comparable. For moderate-intensity statin groups, evolocumab every 2 weeks reduced LDL-C from a baseline mean of 115 to 124 mg/dL to an on-treatment mean of 39 to 49 mg/dL; monthly evolocumab reduced LDL-C from a baseline mean of 123 to 126 mg/dL to an on-treatment mean of 43 to 48 mg/dL. For high-intensity statin groups, evolocumab every 2 weeks reduced LDL-C from a baseline mean of 89 to 94 mg/dL to an on-treatment mean of 35 to 38 mg/dL; monthly evolocumab reduced LDL-C from a baseline mean of 89 to 94 mg/dL to an on-treatment mean of 33 to 35 mg/dL. Adverse events were reported in 36%, 40%, and 39% of evolocumab-, ezetimibe-, and placebo-treated patients, respectively. The most common adverse events in evolocumab-treated patients were back pain, arthralgia, headache, muscle spasms, and pain in extremity (all <2%). In this 12-week trial conducted among patients with primary hypercholesterolemia and mixed dyslipidemia, evolocumab added to moderate- or high-intensity statin therapy resulted in additional LDL-C lowering. Further studies are needed to evaluate the longer-term clinical outcomes and safety of this approach for LDL-C lowering. clinicaltrials.gov Identifier: NCT01763866.",2014
"Information perception, wishes, and satisfaction in ambulatory cancer patients under active treatment: patient-reported outcomes with QLQ-INFO25.","Information is vital to cancer patients. Physician-patient communication in oncology presents specific challenges. The aim of this study was to evaluate self-reported information of cancer patients in ambulatory care at a comprehensive cancer centre and examine its possible association with patients' demographic and clinical characteristics. This study included adult patients with solid tumours undergoing chemotherapy at the Institute Jules Bordet's Day Hospital over a ten-day period. EORTC QLQ-C30 and QLQ-INFO25 questionnaires were administered. Demographic and clinical data were collected. Descriptive and inferential statistics were used. 101 (99%) fully completed the questionnaires. They were mostly Belgian (74.3%), female (78.2%), with a mean age of 56.9 ± 12.8 years. The most frequent tumour was breast cancer (58.4%). Patients were well-informed about the disease and treatments, but presented unmet information domains. The Jules Bordet patients desired more information on treatment side effects, long-term outcome, nutrition, and recurrence symptoms. Patients on clinical trials reported having received less information about their disease and less written information than patients outside clinical trials. Higher information levels were associated with higher quality of life (QoL) scores and higher patient satisfaction. Patients were satisfied with the information they received and this correlated with higher QoL, but they still expressed unmet information wishes. Additional studies are required to investigate the quality of the information received by patients enrolled in clinical trials.",2014
Periodic DNA patrolling underlies diverse functions of Pif1 on R-loops and G-rich DNA.,"Pif1 family helicases are conserved from bacteria to humans. Here, we report a novel DNA patrolling activity which may underlie Pif1's diverse functions: a Pif1 monomer preferentially anchors itself to a 3'-tailed DNA junction and periodically reel in the 3' tail with a step size of one nucleotide, extruding a loop. This periodic patrolling activity is used to unfold an intramolecular G-quadruplex (G4) structure on every encounter, and is sufficient to unwind RNA-DNA heteroduplex but not duplex DNA. Instead of leaving after G4 unwinding, allowing it to refold, or going beyond to unwind duplex DNA, Pif1 repeatedly unwinds G4 DNA, keeping it unfolded. Pif1-induced unfolding of G4 occurs in three discrete steps, one strand at a time, and is powerful enough to overcome G4-stabilizing drugs. The periodic patrolling activity may keep Pif1 at its site of in vivo action in displacing telomerase, resolving R-loops, and keeping G4 unfolded during replication, recombination and repair.DOI: http://dx.doi.org/10.7554/eLife.02190.001.",2014
Mutations in SETD2 cause a novel overgrowth condition.,"Overgrowth conditions are a heterogeneous group of disorders characterised by increased growth and variable features, including macrocephaly, distinctive facial appearance and various degrees of learning difficulties and intellectual disability. Among them, Sotos and Weaver syndromes are clinically well defined and due to heterozygous mutations in NSD1 and EZH2, respectively. NSD1 and EZH2 are both histone-modifying enzymes. These two epigenetic writers catalyse two specific post-translational modifications of histones: methylation of histone 3 lysine 36 (H3K36) and lysine 27 (H3K27). We postulated that mutations in writers of these two chromatin marks could cause overgrowth conditions, resembling Sotos or Weaver syndromes, in patients with no NSD1 or EZH2 abnormalities. We analysed the coding sequences of 14 H3K27 methylation-related genes and eight H3K36 methylation-related genes using a targeted next-generation sequencing approach in three Sotos, 11 'Sotos-like' and two Weaver syndrome patients. We identified two heterozygous mutations in the SETD2 gene in two patients with 'Sotos-like' syndrome: one missense p.Leu1815Trp de novo mutation in a boy and one nonsense p.Gln274* mutation in an adopted girl. SETD2 is non-redundantly responsible for H3K36 trimethylation. The two probands shared similar clinical features, including postnatal overgrowth, macrocephaly, obesity, speech delay and advanced carpal ossification. Our results illustrate the power of targeted next-generation sequencing to identify rare disease-causing variants. We provide a compelling argument for Sotos and Sotos-like syndromes as epigenetic diseases caused by loss-of-function mutations of epigenetic writers of the H3K36 histone mark.",2014
Characterization of a quantitative method to measure free proprotein convertase subtilisin/kexin type 9 in human serum.,"Proprotein convertase subtilisin/kexin type 9 (PCSK9) is a serine protease that plays an important role in the regulation of serum low-density lipoprotein (LDL) cholesterol by downregulation of LDL receptor, and as such is considered a novel target in cholesterol lowering therapy. In support of the drug development program for Evolocumab, a fully human IgG₂ antibody that targets PCSK9, a quantitative ELISA to measure free PCSK9 in human serum was developed. PCSK9 serves as a biomarker of pharmacological response during treatment, and measuring levels of the free ligand post-dosing was of interest as an aid to establishing the pharmacokinetic and pharmacodynamic properties of the therapeutic. Given the complexities associated with the measurement of free ligand in the presence of high concentrations of circulating drug, it was important to challenge the method with experiments designed to assess ex vivo conditions that have the potential to affect the binding equilibrium of drug and ligand within test samples during routine sampling handling and assay conditions. Herein, we report results of experiments that were conducted to characterize the assay in alignment with regulatory guidance and industry standards, and to establish evidence that the method is measuring the free ligand in circulation at the time serum was collected. A robust supporting data package was generated that demonstrates the method specifically and reproducibly measures the free ligand, and is suitable for its intended use.",2014
The effects of histone deacetylase inhibitors on glioblastoma-derived stem cells.,"Glioblastoma multiforme (GBM) is the most malignant brain tumor with limited effective treatment options. Cancer stem cells (CSCs), a subpopulation of cancer cells with stem cell properties found in GBMs, have been shown to be extremely resistant to radiation and chemotherapeutic agents and have the ability to readily reform tumors. Therefore, the development of therapeutic agents targeting CSCs is extremely important. In this study, we isolated glioblastoma-derived stem cells (GDSCs) from GBM tissue removed from patients during surgery and analyzed their gene expression using quantitative real-time PCR and immunocytochemistry. We examined the effects of histone deacetylase inhibitors trichostatin A (TSA) and valproic acid (VPA) on the proliferation and gene expression profiles of GDSCs. The GDSCs expressed significantly higher levels of both neural and embryonic stem cell markers compared to GBM cells expanded in conventional monolayer cultures. Treatment of GDSCs with histone deacetylase inhibitors, TSA and VPA, significantly reduced proliferation rates of the cells and expression of the stem cell markers, indicating differentiation of the cells. Since differentiation into GBM makes them susceptible to the conventional cancer treatments, we posit that use of histone deacetylase inhibitors may increase efficacy of the conventional cancer treatments for eliminating GDSCs.",2015
Seizure prognosis in brain tumors: new insights and evidence-based management.,"Brain tumor-related epilepsy (BTE) is common in low- and high-grade gliomas. The risk of seizures varies between 60% and 100% among low-grade gliomas and between 40% and 60% in glioblastomas. The presence of seizures in patients with brain tumors implies favorable and unfavorable factors. New-onset seizures represent an early warning sign for the presence of a brain tumor and count as a good prognostic factor for survival. Recurrence or worsening of seizures during the course of disease may signal tumor progression. Each of the modalities for tumor control (i.e., surgery, radiotherapy, chemotherapy) contributes to seizure control. Nevertheless, one third of BTE shows pharmacoresistance to antiepileptic drugs (AEDs) and may severely impair the burden of living with a brain tumor. For symptomatic therapy of BTE, seizure type and individual patient factors determine the appropriate AED. Randomized controlled trials in partial epilepsy in adults to which type BTE belongs and additional studies in gliomas indicate that levetiracetam is the agent of choice, followed by valproic acid (VPA). In the case of recurring seizures, combining these two drugs (polytherapy) seems effective and possibly synergistic. If either one is not effective or not well tolerated, lacosamide, lamotrigine, or zonisamide are additional options. A new and exciting insight is the potential contribution of VPA to prolonged survival, particularly in glioblastomas. A practice guideline on symptomatic medical management including dose schedules of AEDs is supplied.",2014
Telomerase (GV1001) vaccination together with gemcitabine in advanced pancreatic cancer patients.,"Telomerase is expressed in 85-90 % of pancreatic adenocarcinomas and might be a target for active cancer immunotherapy. A study was conducted to investigate safety and immunogenicity in non-resectable pancreatic carcinoma patients using a 16-amino acid telomerase peptide (GV1001) for vaccination in combination with GM-CSF and gemcitabine as first line treatment. Three different vaccine treatment schedules were used; [A (n=6), B (n=6) and C (n=5)]. Groups A/B received GV1001, GM-CSF and gemcitabine concurrently. Group C received initially GV1001 and GM-CSF while gemcitabine was added at disease progression. Group D (n=4) was treated with gemcitabine alone. Adverse events (AE) related to vaccination were mild (grades I-II). Grade III AEs were few and transient. An induced GV 1001‑specific immune response was defined as an increase ≥2 above the baseline value in one of the assays (DTH, proliferation, ELISPOT and cytokine secretion assays, respectively). A telomerase‑specific immune response was noted in 4/6 patients in group A, 4/6 patients in group B and 2/5 patients in group C. An induced ras‑specific immune response (antigenic spreading) was seen in 5 of the 17 patients. The cytokine pattern was that of a Th1-like profile. A treatment induced telomerase or ras response was also noted in group D. All responses were weak and transient. A significant decrease in regulatory T-cells over time was noted in patients in groups A and B (p<0.05). Telomerase vaccination (GV1001) in combination with chemotherapy appeared to be safe but the immune responses were weak and transient. Measures have to be taken to optimize immune responses of GV1001 for it to be considered of clinical interest.",2014
Noninvasive monitoring of basal cell carcinomas treated with systemic hedgehog inhibitors: pseudocysts as a sign of tumor regression.,"Oral hedgehog inhibitors (HHIs) have shown significant efficacy in the treatment of basal cell carcinoma (BCC). The evaluation of tumor regression has been performed using clinical photography and radiographic scans. Noninvasive imaging techniques, such as reflectance confocal microscopy (RCM) and high-definition optical coherence tomography (HD-OCT), have been shown to be valuable in detecting BCC in the skin. We monitored HHI-treated BCC using RCM and HD-OCT in vivo and correlated morphologic changes seen on imaging to changes in traditional histopathology. Six BCCs in 5 patients receiving HHIs (vismodegib or sonidegib) were examined by RCM and HD-OCT before and during treatment. Characteristic features were compared to histopathologic findings, including immunohistochemical analysis. Characteristic features of BCC in RCM and HD-OCT decreased or disappeared completely during HHI treatment. Half of the clinically complete responding tumors still featured tumor residue. Pseudocystic structures (""empty"" tumor nests in imaging) and widespread fibrosis (coarse bright fibers) were new findings and could be confirmed by histopathology. Our study was limited by the number of tumor samples and imaging timepoints. Using RCM and HD-OCT, HHI-induced regression of BCC can be visualized noninvasively in the skin. The formation of pseudocysts and fibrosis were characteristic signs of BCC response to HHIs.",2014
"Hypolipidaemic drug treatment: yesterday is not gone yet, today is challenging and tomorrow is coming soon; let us combine them all.","Statins remain the cornerstone of hypolipidaemic drug treatment. The recent American College of Cardiology (ACC)/American Heart Association (AHA) lipid guidelines suggest using percent reductions of low density lipoprotein cholesterol (LDL-C), according to cardiovascular disease (CVD) risk, rather than specific LDL-C targets. These guidelines raised concerns and other Societies (US, International, European) have not endorsed them. The implementation of previous guidelines in clinical practice is suboptimal due to attitudes of physicians and restrictions in health care systems. Monoclonal antibodies that inhibit proprotein convertase subtilisin/ kexin type 9 (PCSK9), which degrades the LDL receptor, like alirocumab and evolocumab, are in phase 3 trials. These drugs are suitable for statin intolerant or resistant patients, heterozygous familial hypercholesterolaemia (HeFH) and some forms of homozygous FH (HoFH). Mipomersen (antisense oligonucleotide against apolipoprotein B) and lomitapide (microsomal triglyceride transfer protein blocker) have already been approved for HoFH. Eventually, silencing micro-RNA oligonucleotides may also become available. The repair or silencing of genes implicated in hyperlipidaemia and/or atherosclerosis is also on the horizon. If the new therapeutic options mentioned above prove to be effective and safe then by combining them with statins and/or ezetimibe we should be able to effectively control acquired or hereditary dyslipidaemias and substantially further reduce CVD morbidity and mortality.",2014
"Familial hypercholesterolemia: etiology, diagnosis and new treatment options.","Familial hypercholesterolemia (FH) is a common genetic disorder that presents with robust increases in low-density lipoprotein cholesterol (LDL-C) and can lead to premature cardiovascular disease. There are heterozygous and homozygous forms. The diagnosis is usually made based on blood cholesterol levels, clinical signs and family history. Genetic testing can be used to confirm the diagnosis. Effective lowering of LDL-C in FH can prevent cardiovascular morbidity and mortality, however, the disease remains greatly underdiagnosed. The mainstay of pharmacologic therapy in FH patients is high-dose statins, which are often combined with other lipid-lowering agents. The homozygous form is mainly treated with lipid apheresis. Guideline-recommended target levels of LDL-C are often not reached, making new treatment options desirable. Four classes of newer lipid-lowering drugs offer promising advances in treating FH, namely the apolipoprotein-B synthesis inhibitors (mipomersen), the microsomal transfer protein inhibitors (lomitapide), the cholesterol ester transfer protein inhibitors (anacetrapib, evacetrapib) and the proprotein convertase subtilisin/kexin type 9 inhibitors (evolocumab, alirocumab). In this review, the available evidence regarding the use of these drugs in patients with FH is discussed, with particular focus on their efficacy and safety.",2014
"Gemcitabine and capecitabine with or without telomerase peptide vaccine GV1001 in patients with locally advanced or metastatic pancreatic cancer (TeloVac): an open-label, randomised, phase 3 trial.","We aimed to assess the efficacy and safety of sequential or simultaneous telomerase vaccination (GV1001) in combination with chemotherapy in patients with locally advanced or metastatic pancreatic cancer. TeloVac was a three-group, open-label, randomised phase 3 trial. We recruited patients from 51 UK hospitals. Eligible patients were treatment naive, aged older than 18 years, with locally advanced or metastatic pancreatic ductal adenocarcinoma, and Eastern Cooperative Oncology Group performance status of 0-2. Patients were randomly assigned (1:1:1) to receive either chemotherapy alone, chemotherapy with sequential GV1001 (sequential chemoimmunotherapy), or chemotherapy with concurrent GV1001 (concurrent chemoimmunotherapy). Treatments were allocated with equal probability by means of computer-generated random permuted blocks of sizes 3 and 6 in equal proportion. Chemotherapy included six cycles of gemcitabine (1000 mg/m(2), 30 min intravenous infusion, at days 1, 8, and 15) and capecitabine (830 mg/m(2) orally twice daily for 21 days, repeated every 28 days). Sequential chemoimmunotherapy included two cycles of combination chemotherapy, then an intradermal lower abdominal injection of granulocyte-macrophage colony-stimulating factor (GM-CSF; 75 μg) and GV1001 (0·56 mg; days 1, 3, and 5, once on weeks 2-4, and six monthly thereafter). Concurrent chemoimmunotherapy included giving GV1001 from the start of chemotherapy with GM-CSF as an adjuvant. The primary endpoint was overall survival; analysis was by intention to treat. This study is registered as an International Standard Randomised Controlled Trial, number ISRCTN4382138. The first patient was randomly assigned to treatment on March 29, 2007, and the trial was terminated on March 27, 2011. Of 1572 patients screened, 1062 were randomly assigned to treatment (358 patients were allocated to the chemotherapy group, 350 to the sequential chemoimmunotherapy group, and 354 to the concurrent chemoimmunotherapy group). We recorded 772 deaths; the 290 patients still alive were followed up for a median of 6·0 months (IQR 2·4-12·2). Median overall survival was not significantly different in the chemotherapy group than in the sequential chemoimmunotherapy group (7·9 months [95% CI 7·1-8·8] vs 6·9 months [6·4-7·6]; hazard ratio [HR] 1·19, 98·25% CI 0·97-1·48, p=0·05), or in the concurrent chemoimmunotherapy group (8·4 months [95% CI 7·3-9·7], HR 1·05, 98·25% CI 0·85-1·29, p=0·64; overall log-rank of χ(2)2df=4·3; p=0·11). The commonest grade 3-4 toxic effects were neutropenia (68 [19%] patients in the chemotherapy group, 58 [17%] patients in the sequential chemoimmunotherapy group, and 79 [22%] patients in the concurrent chemoimmunotherapy group; fatigue (27 [8%] in the chemotherapy group, 35 [10%] in the sequential chemoimmunotherapy group, and 44 [12%] in the concurrent chemoimmunotherapy group); and pain (34 [9%] patients in the chemotherapy group, 39 [11%] in the sequential chemoimmunotherapy group, and 41 [12%] in the concurrent chemoimmunotherapy group). Adding GV1001 vaccination to chemotherapy did not improve overall survival. New strategies to enhance the immune response effect of telomerase vaccination during chemotherapy are required for clinical efficacy. Cancer Research UK and KAEL-GemVax.",2014
Safety and tolerability of injectable lipid-lowering drugs: a review of available clinical data.,"To answer the need of a better low-density lipoprotein (LDL) cholesterol control in statin-treated patients at high risk for cardiovascular disease, new injectable lipid-lowering drugs with innovative mechanisms of action are in advanced phase of development or have just been approved. Evolocumab and alirocumab are fully human monoclonal antibodies inhibiting the proprotein convertase subtilisin/kexin type 9 (PCSK9) that binds to hepatic LDL receptor and prevents it from normal recycling by targeting it for degradation. Mipomersen specifically binds to a segment of the human apolipoprotein B100 messenger RNA, blocking the translation of the gene product. Phase II (for evolocumab and alirocumab) and III (for evolocumab) trials show that PCSK9 inhibitors are equally well tolerated, with adverse events mainly limited to mild-to-moderate nasopharyngitis, injection-site pain, arthralgia and back pain. Mipomersen use is mainly associated to hepatosteatosis, increased transaminases (> 3 times the upper limit of normal), mild-to-moderate injection-site reactions and flu-like symptoms. PCSK9 inhibitors have demonstrated their good safety and tolerability in a large number of subjects with different clinical conditions, including statin-intolerance, enlarging their potential use in a broader range of patients. Further data on long-term mipomersen safety are required.",2014
Alu and LINE-1 hypomethylation is associated with HER2 enriched subtype of breast cancer.,"The changes in DNA methylation status in cancer cells are characterized by hypermethylation of promoter CpG islands and diffuse genomic hypomethylation. Alu and long interspersed nucleotide element-1 (LINE-1) are non-coding genomic repetitive sequences and methylation of these elements can be used as a surrogate marker for genome-wide methylation status. This study was designed to evaluate the changes of Alu and LINE-1 hypomethylation during breast cancer progression from normal to pre-invasive lesions and invasive breast cancer (IBC), and their relationship with characteristics of IBC. We analyzed the methylation status of Alu and LINE-1 in 145 cases of breast samples including normal breast tissue, atypical ductal hyperplasia/flat epithelial atypia (ADH/FEA), ductal carcinoma in situ (DCIS) and IBC, and another set of 129 cases of IBC by pyrosequencing. Alu methylation showed no significant changes during multistep progression of breast cancer, although it tended to decrease during the transition from DCIS to IBC. In contrast, LINE-1 methylation significantly decreased from normal to ADH/FEA, while it was similar in ADH/FEA, DCIS and IBC. In IBC, Alu hypomethylation correlated with negative estrogen receptor (ER) status, and LINE-1 hypomethylation was associated with negative ER status, ERBB2 (HER2) amplification and p53 overexpression. Alu and LINE-1 methylation status was significantly different between breast cancer subtypes, and the HER2 enriched subtype had lowest methylation levels. In survival analyses, low Alu methylation status tended to be associated with poor disease-free survival of the patients. Our findings suggest that LINE-1 hypomethylation is an early event and Alu hypomethylation is probably a late event during breast cancer progression, and prominent hypomethylation of Alu and LINE-1 in HER2 enriched subtype may be related to chromosomal instability of this specific subtype.",2014
A novel germline mutation in the aryl hydrocarbon receptor-interacting protein (AIP) gene in an Italian family with gigantism.,"Acromegaly usually occurs as a sporadic disease, but it may be a part of familial pituitary tumor syndromes in rare cases. Germline mutations in the aryl hydrocarbon receptor-interacting protein (AIP) gene have been associated with a predisposition to familial isolated pituitary adenoma. The aim of the present study was to evaluate the AIP gene in a patient with gigantism and in her relatives. Direct sequencing of AIP gene was performed in fourteen members of the family, spanning among three generations. The index case was an 18-year-old woman with gigantism due to an invasive GH-secreting pituitary adenoma and a concomitant tall-cell variant of papillary thyroid carcinoma. A novel germline mutation in the AIP gene (c.685C>T, p.Q229X) was identified in the proband and in two members of her family, who did not present clinical features of acromegaly or other pituitary disorders. Eleven subjects had no mutation in the AIP gene. Two members of the family with clinical features of acromegaly refused either the genetic or the biochemical evaluation. The Q229X mutation was predicted to generate a truncated AIP protein, lacking the last two tetratricopeptide repeat domains and the final C-terminal α-7 helix. We identified a new AIP germline mutation predicted to produce a truncated AIP protein, lacking its biological properties due to the disruption of the C-terminus binding sites for both the chaperones and the client proteins of AIP.",2014
